"s","a","r","sp"
23212,5,-25,23211
23211,4,0,23209
23209,4,0,23208
23208,3,-25,23207
23207,3,-25,22705
22705,5,-25,23204
23204,1,-225,22702
22702,7,-225,23201
23201,2,-100,22699
22699,7,-225,23198
23198,3,-25,23197
23197,2,-100,22695
22695,6,-100,23194
23194,1,-225,23193
23193,2,-100,22691
22691,4,0,23190
23190,4,0,23189
23189,7,-225,23688
23688,6,-100,24187
24187,7,-225,24687
24687,2,-100,24686
24686,1,-225,24186
24186,6,-100,24686
24686,4,0,25186
25186,6,-100,25687
25687,4,0,25687
25687,5,-25,26188
26188,4,0,26189
26189,4,0,26690
26690,2,-100,26191
26191,4,0,26692
26692,5,-25,26693
26693,7,-225,27195
27195,7,-225,27697
27697,5,-25,27699
27699,4,0,27701
27701,6,-100,28203
28203,3,-25,28205
28205,1,-225,27707
27707,4,0,27709
27709,7,-225,28212
28212,7,-225,28214
28214,2,-100,27716
27716,4,0,27718
27718,1,-225,27220
27220,5,-25,27221
27221,4,0,27223
27223,3,-25,26724
26724,4,0,26725
26725,4,0,26226
26226,3,-25,26227
26227,7,-225,26228
26228,4,0,25728
25728,5,-25,25729
25729,3,-25,25229
25229,7,-225,25229
25229,2,-100,24729
24729,5,-25,24729
24729,2,-100,24229
24229,3,-25,23728
23728,7,-225,23727
23727,6,-100,23726
23726,2,-100,23225
23225,4,0,23224
23224,6,-100,23223
23223,3,-25,22721
22721,6,-100,23220
23220,2,-100,22718
22718,6,-100,22716
22716,3,-25,22215
22215,6,-100,22713
22713,3,-25,22211
22211,2,-100,22209
22209,5,-25,22207
22207,4,0,22205
22205,2,-100,21703
21703,1,-225,21701
21701,6,-100,21698
21698,2,-100,21696
21696,1,-225,21194
21194,7,-225,21691
21691,2,-100,21689
21689,4,0,21687
21687,2,-100,21685
21685,1,-225,21682
21682,5,-25,22180
22180,5,-25,22178
22178,3,-25,22677
22677,5,-25,23175
23175,4,0,23174
23174,3,-25,23673
23673,7,-225,24173
24173,6,-100,24672
24672,5,-25,25173
25173,1,-225,25173
25173,7,-225,25673
25673,5,-25,26175
26175,7,-225,27176
27176,3,-25,27178
27178,1,-225,27179
27179,1,-225,27181
27181,7,-225,27683
27683,5,-25,28185
28185,4,0,28187
28187,2,-100,28189
28189,1,-225,28191
28191,6,-100,28694
28694,4,0,28696
28696,3,-25,28699
28699,6,-100,28702
28702,2,-100,28704
28704,1,-225,28207
28207,6,-100,28709
28709,5,-25,28712
28712,7,-225,28715
28715,1,-225,28717
28717,6,-100,28720
28720,2,-100,28222
28222,7,-225,28225
28225,4,0,28227
28227,7,-225,28229
28229,1,-225,27731
27731,7,-225,27733
27733,5,-25,27735
27735,4,0,27236
27236,5,-25,27238
27238,3,-25,26739
26739,5,-25,26240
26240,6,-100,26241
26241,3,-25,25742
25742,1,-225,25242
25242,5,-25,24742
24742,7,-225,24741
24741,7,-225,24741
24741,3,-25,24241
24241,6,-100,24240
24240,4,0,23739
23739,2,-100,23238
23238,2,-100,22236
22236,1,-225,21734
21734,5,-25,21732
21732,7,-225,21729
21729,1,-225,21227
21227,2,-100,20724
20724,4,0,20220
20220,4,0,20217
20217,2,-100,19713
19713,4,0,19710
19710,3,-25,19706
19706,7,-225,19702
19702,2,-100,19698
19698,4,0,19695
19695,5,-25,19691
19691,6,-100,20188
20188,4,0,20684
20684,2,-100,20181
20181,4,0,20678
20678,7,-225,21176
21176,3,-25,21173
21173,3,-25,21671
21671,6,-100,22169
22169,7,-225,22667
22667,5,-25,23166
23166,5,-25,24165
24165,2,-100,24165
24165,5,-25,24665
24665,5,-25,25165
25165,3,-25,25665
25665,1,-225,25666
25666,2,-100,25666
25666,2,-100,25667
25667,1,-225,25667
25667,5,-25,26168
26168,3,-25,26669
26669,7,-225,27171
27171,7,-225,27673
27673,6,-100,28676
28676,5,-25,29178
29178,6,-100,29682
29682,7,-225,30185
30185,3,-25,30189
30189,5,-25,30693
30693,6,-100,31197
31197,4,0,31202
31202,4,0,31206
31206,2,-100,30710
30710,5,-25,30714
30714,1,-225,30218
30218,6,-100,30722
30722,2,-100,30226
30226,7,-225,30229
30229,6,-100,30233
30233,5,-25,30237
30237,1,-225,29740
29740,3,-25,29243
29243,3,-25,28245
28245,6,-100,28248
28248,1,-225,27750
27750,2,-100,26751
26751,4,0,26252
26252,6,-100,26253
26253,5,-25,25753
25753,2,-100,25253
25253,2,-100,24253
24253,7,-225,24252
24252,5,-25,23751
23751,7,-225,23750
23750,6,-100,23249
23249,2,-100,22748
22748,7,-225,22746
22746,2,-100,21744
21744,3,-25,21241
21241,5,-25,21238
21238,7,-225,21236
21236,5,-25,20733
20733,1,-225,20229
20229,2,-100,19726
19726,2,-100,19221
19221,2,-100,18717
18717,3,-25,18212
18212,2,-100,18207
18207,6,-100,18203
18203,4,0,18198
18198,7,-225,18694
18694,3,-25,18689
18689,5,-25,18685
18685,2,-100,18680
18680,5,-25,19176
19176,1,-225,19172
19172,6,-100,19669
19669,4,0,20166
20166,4,0,20663
20663,2,-100,20660
20660,1,-225,20657
20657,1,-225,21154
21154,2,-100,21151
21151,6,-100,22149
22149,2,-100,22148
22148,7,-225,23146
23146,6,-100,24146
24146,3,-25,24646
24646,4,0,25146
25146,5,-25,25646
25646,7,-225,26648
26648,1,-225,27149
27149,1,-225,27151
27151,3,-25,27653
27653,5,-25,28155
28155,6,-100,29158
29158,2,-100,29161
29161,1,-225,29164
29164,3,-25,29668
29668,2,-100,29671
29671,7,-225,30175
30175,7,-225,31179
31179,6,-100,31684
31684,6,-100,32189
32189,1,-225,32194
32194,7,-225,32199
32199,5,-25,32705
32705,7,-225,33210
33210,4,0,32716
32716,3,-25,32722
32722,2,-100,32227
32227,6,-100,32232
32232,1,-225,31736
31736,7,-225,31741
31741,6,-100,31746
31746,1,-225,30750
30750,7,-225,30754
30754,3,-25,30258
30258,4,0,29761
29761,1,-225,28763
28763,6,-100,28266
28266,2,-100,27768
27768,3,-25,26769
26769,7,-225,26270
26270,6,-100,26271
26271,1,-225,25271
25271,5,-25,24770
24770,7,-225,24270
24270,6,-100,24269
24269,7,-225,23768
23768,7,-225,23267
23267,4,0,22766
22766,6,-100,22764
22764,4,0,21762
21762,4,0,21259
21259,5,-25,20756
20756,5,-25,20753
20753,5,-25,20250
20250,3,-25,19746
19746,3,-25,19242
19242,6,-100,19238
19238,3,-25,18733
18733,5,-25,18229
18229,4,0,18224
18224,6,-100,18219
18219,3,-25,17714
17714,7,-225,18209
18209,4,0,18204
18204,5,-25,18200
18200,4,0,18195
18195,6,-100,18690
18690,3,-25,18686
18686,3,-25,18682
18682,5,-25,19177
19177,7,-225,19674
19674,5,-25,20170
20170,1,-225,20167
20167,7,-225,20664
20664,6,-100,21662
21662,2,-100,21660
21660,5,-25,22158
22158,5,-25,23157
23157,2,-100,23155
23155,7,-225,24155
24155,1,-225,24154
24154,6,-100,25154
25154,4,0,25655
25655,6,-100,26156
26156,5,-25,27157
27157,5,-25,27659
27659,5,-25,28161
28161,2,-100,28164
28164,4,0,28667
28667,5,-25,29170
29170,1,-225,29173
29173,5,-25,29676
29676,2,-100,29680
29680,1,-225,29683
29683,5,-25,30187
30187,1,-225,30191
30191,7,-225,30695
30695,4,0,30699
30699,4,0,30703
30703,4,0,30707
30707,7,-225,31211
31211,5,-25,31216
31216,6,-100,31220
31220,7,-225,31725
31725,4,0,31229
31229,6,-100,31234
31234,2,-100,30738
30738,3,-25,30241
30241,1,-225,29745
29745,3,-25,29247
29247,1,-225,28250
28250,5,-25,27752
27752,7,-225,27754
27754,1,-225,27255
27255,1,-225,26256
26256,6,-100,25757
25757,7,-225,25757
25757,2,-100,24757
24757,2,-100,24257
24257,3,-25,23256
23256,5,-25,23254
23254,4,0,22753
22753,7,-225,22251
22251,7,-225,22249
22249,4,0,21746
21746,7,-225,21744
21744,1,-225,20741
20741,3,-25,20238
20238,7,-225,20235
20235,5,-25,20231
20231,4,0,19728
19728,6,-100,20224
20224,1,-225,19721
19721,2,-100,19216
19216,4,0,18712
18712,2,-100,18707
18707,6,-100,18703
18703,7,-225,19199
19199,1,-225,18695
18695,4,0,18690
18690,1,-225,18686
18686,5,-25,19182
19182,2,-100,19178
19178,2,-100,19174
19174,6,-100,19670
19670,7,-225,20167
20167,3,-25,20664
20664,2,-100,20661
20661,3,-25,21158
21158,2,-100,21155
21155,3,-25,21653
21653,3,-25,21651
21651,3,-25,22149
22149,5,-25,23147
23147,2,-100,23146
23146,5,-25,24145
24145,7,-225,24645
24645,4,0,25146
25146,6,-100,26147
26147,2,-100,26648
26648,3,-25,27149
27149,4,0,27651
27651,6,-100,28154
28154,2,-100,28656
28656,1,-225,28659
28659,6,-100,29662
29662,7,-225,30166
30166,1,-225,30170
30170,3,-25,30674
30674,6,-100,31178
31178,1,-225,31183
31183,6,-100,31687
31687,1,-225,31692
31692,3,-25,31697
31697,3,-25,31701
31701,4,0,31706
31706,6,-100,31711
31711,5,-25,32216
32216,1,-225,31721
25343,3,-25,25190
25190,5,-25,25190
25190,6,-100,25690
25690,1,-225,25691
25691,2,-100,25191
25191,1,-225,25191
25191,6,-100,25692
25692,4,0,25693
25693,3,-25,25693
25693,4,0,25694
25694,6,-100,26195
26195,7,-225,26696
26696,5,-25,27198
27198,4,0,27199
27199,4,0,27201
27201,6,-100,27703
27703,4,0,27704
27704,7,-225,27706
27706,6,-100,28209
28209,1,-225,27711
27711,4,0,27713
27713,7,-225,28215
28215,5,-25,28217
28217,2,-100,27719
27719,2,-100,27220
27220,7,-225,27222
27222,7,-225,27224
27224,6,-100,27725
27725,7,-225,27727
27727,5,-25,27729
27729,2,-100,26730
26730,1,-225,26231
26231,3,-25,25732
25732,6,-100,26233
26233,3,-25,25733
25733,5,-25,25234
25234,2,-100,24733
24733,5,-25,24733
24733,7,-225,24733
24733,5,-25,24733
24733,7,-225,24732
24732,3,-25,24232
24232,4,0,23731
23731,7,-225,23730
23730,7,-225,23729
23729,4,0,23728
23728,7,-225,23727
23727,5,-25,23726
23726,2,-100,23225
23225,4,0,22724
22724,1,-225,22222
22222,1,-225,21720
21720,4,0,21717
21717,3,-25,21215
21215,5,-25,21212
21212,2,-100,21210
21210,3,-25,20707
20707,5,-25,21204
21204,3,-25,20701
20701,5,-25,21198
21198,5,-25,21196
21196,5,-25,21693
21693,5,-25,21691
21691,6,-100,22189
22189,7,-225,22687
22687,6,-100,23186
23186,7,-225,23685
23685,6,-100,24185
24185,4,0,24185
24185,7,-225,25185
25185,7,-225,25685
25685,2,-100,25185
25185,6,-100,25686
25686,7,-225,26187
26187,3,-25,26688
26688,6,-100,26689
26689,5,-25,27191
27191,3,-25,27193
27193,3,-25,27194
27194,3,-25,27196
27196,6,-100,27698
27698,1,-225,27199
27199,5,-25,27701
27701,6,-100,27703
27703,4,0,27705
27705,4,0,27708
27708,5,-25,28210
28210,7,-225,28212
28212,7,-225,28715
28715,1,-225,28217
28217,7,-225,28219
28219,4,0,28221
28221,3,-25,27724
27724,1,-225,27225
27225,2,-100,26726
26726,6,-100,26728
26728,7,-225,26729
26729,5,-25,26731
26731,6,-100,26732
26732,7,-225,26733
26733,2,-100,26234
26234,1,-225,25735
25735,7,-225,25735
25735,4,0,25236
25236,7,-225,25236
25236,5,-25,25236
25236,6,-100,25236
25236,4,0,24736
24736,2,-100,24236
24236,5,-25,24235
24235,4,0,23734
23734,2,-100,23233
23233,1,-225,22731
22731,1,-225,21729
21729,5,-25,21727
21727,2,-100,21224
21224,2,-100,20721
20721,6,-100,20718
20718,6,-100,21216
21216,6,-100,21213
21213,7,-225,21711
21711,4,0,21208
21208,4,0,21206
21206,4,0,21203
21203,5,-25,21701
21701,4,0,21698
21698,7,-225,22196
22196,6,-100,22194
22194,2,-100,22192
22192,6,-100,22691
22691,7,-225,23190
23190,4,0,23188
23188,2,-100,23187
23187,4,0,23186
23186,1,-225,23185
23185,7,-225,23684
23684,1,-225,23683
23683,4,0,23682
23682,2,-100,23681
23681,4,0,24181
24181,3,-25,24180
24180,5,-25,24680
24680,2,-100,24679
24679,5,-25,24679
24679,4,0,25180
25180,4,0,25680
25680,7,-225,26181
26181,1,-225,26181
26181,3,-25,26182
26182,4,0,26183
26183,3,-25,26184
26184,1,-225,26185
26185,7,-225,26686
26686,4,0,27188
27188,5,-25,27189
27189,1,-225,27191
27191,5,-25,27693
27693,4,0,27695
27695,5,-25,27697
27697,5,-25,28199
28199,4,0,28201
28201,6,-100,28704
28704,1,-225,28206
28206,1,-225,27708
27708,5,-25,28210
28210,7,-225,28213
28213,2,-100,27715
27715,4,0,27717
27717,2,-100,27218
27218,4,0,27220
27220,1,-225,26721
26721,7,-225,26723
26723,7,-225,27224
27224,3,-25,26725
26725,6,-100,26726
26726,7,-225,26728
26728,4,0,26729
26729,7,-225,26730
26730,3,-25,26231
26231,7,-225,26232
26232,2,-100,25732
25732,6,-100,25733
25733,5,-25,25733
25733,6,-100,25734
25734,1,-225,24734
24734,6,-100,24734
24734,5,-25,24733
24733,6,-100,24733
24733,5,-25,24733
24733,1,-225,24233
24233,2,-100,23231
23231,4,0,23230
23230,7,-225,23229
23229,4,0,23228
23228,5,-25,22726
22726,3,-25,22724
22724,5,-25,22223
22223,5,-25,22221
22221,2,-100,21719
21719,6,-100,22217
22217,1,-225,21714
21714,6,-100,21712
21712,1,-225,21710
21710,5,-25,21707
21707,1,-225,21205
21205,2,-100,20702
20702,4,0,21199
21199,3,-25,20696
20696,4,0,21193
21193,7,-225,21191
21191,6,-100,21689
21689,5,-25,22187
22187,1,-225,22185
22185,2,-100,22183
22183,7,-225,22681
22681,7,-225,23180
23180,7,-225,23679
23679,4,0,23678
23678,1,-225,23677
23677,3,-25,24176
24176,7,-225,24676
24676,1,-225,24676
24676,3,-25,24676
24676,2,-100,24676
24676,7,-225,25176
25176,1,-225,25176
25176,6,-100,26177
26177,2,-100,25678
25678,5,-25,26179
26179,4,0,26680
26680,1,-225,26681
26681,2,-100,26682
26682,2,-100,26683
26683,7,-225,27185
27185,4,0,27186
27186,4,0,27188
27188,7,-225,27690
27690,1,-225,27692
27692,4,0,27694
27694,2,-100,27696
27696,1,-225,27698
27698,7,-225,27700
27700,6,-100,28202
28202,3,-25,28204
28204,7,-225,28207
28207,4,0,28209
28209,5,-25,28712
28712,4,0,28214
28214,6,-100,28717
28717,7,-225,28720
28720,5,-25,28722
28722,5,-25,28725
28725,7,-225,28728
28728,4,0,28730
28730,2,-100,28232
28232,6,-100,28235
28235,3,-25,27737
27737,1,-225,27238
27238,6,-100,26739
26739,7,-225,26741
26741,7,-225,26742
26742,7,-225,26743
26743,6,-100,26744
26744,1,-225,25745
25745,4,0,25746
25746,4,0,25246
25246,1,-225,24245
24245,3,-25,23744
23744,1,-225,23243
23243,6,-100,23242
23242,5,-25,22740
22740,4,0,22238
22238,4,0,22236
22236,5,-25,21734
21734,5,-25,21732
21732,3,-25,21229
21229,1,-225,20726
20726,6,-100,20724
20724,1,-225,20220
20220,1,-225,19717
19717,2,-100,19213
19213,5,-25,19709
19709,7,-225,19705
19705,2,-100,19201
19201,6,-100,19698
19698,4,0,19694
19694,1,-225,19690
19690,4,0,19687
19687,4,0,20183
20183,7,-225,20680
20680,5,-25,20677
20677,2,-100,20674
20674,5,-25,21172
21172,5,-25,21670
21670,6,-100,22668
22668,3,-25,22666
22666,5,-25,23165
23165,1,-225,23164
23164,7,-225,24164
24164,4,0,24663
24663,6,-100,25164
25164,3,-25,25664
25664,1,-225,25665
25665,7,-225,26166
26166,5,-25,27167
27167,2,-100,27169
27169,5,-25,27670
27670,1,-225,27672
27672,7,-225,28175
28175,1,-225,28177
28177,3,-25,28179
28179,4,0,28682
28682,7,-225,29185
29185,2,-100,29188
29188,5,-25,29691
29691,3,-25,29194
29194,4,0,29698
29698,7,-225,29701
29701,3,-25,29705
29705,5,-25,30208
30208,2,-100,29711
29711,3,-25,29215
29215,2,-100,29217
29217,5,-25,29220
29220,5,-25,29223
29223,7,-225,29226
29226,7,-225,29229
29229,2,-100,28732
28732,6,-100,28734
28734,3,-25,28237
28237,6,-100,28239
28239,4,0,27741
27741,6,-100,27743
27743,2,-100,27244
27244,5,-25,26746
26746,3,-25,26247
26247,2,-100,25747
25747,5,-25,25247
25247,2,-100,24747
24747,6,-100,24246
24246,4,0,23746
23746,4,0,23745
23745,5,-25,23244
23244,4,0,22742
22742,3,-25,22240
22240,6,-100,22238
22238,4,0,21736
21736,4,0,21734
21734,6,-100,21731
21731,4,0,21229
21229,6,-100,21226
21226,7,-225,21724
21724,5,-25,21221
21221,1,-225,20719
20719,3,-25,20716
20716,3,-25,20212
20212,5,-25,20209
20209,2,-100,20206
20206,3,-25,19702
19702,4,0,19699
19699,3,-25,19695
19695,4,0,20191
20191,5,-25,20188
20188,1,-225,20185
20185,5,-25,20682
20682,5,-25,20679
20679,2,-100,20676
20676,7,-225,21673
21673,1,-225,21671
21671,5,-25,22169
22169,4,0,22167
22167,2,-100,22165
22165,3,-25,22664
22664,6,-100,23163
23163,5,-25,24162
24162,5,-25,24662
24662,7,-225,25162
25162,6,-100,26163
26163,3,-25,26164
26164,5,-25,27165
27165,5,-25,27667
27667,7,-225,28169
28169,7,-225,28672
28672,2,-100,28675
28675,1,-225,28678
28678,1,-225,28680
28680,6,-100,29684
29684,5,-25,29687
29687,4,0,30191
30191,2,-100,29694
29694,4,0,30198
30198,7,-225,30202
30202,4,0,30205
30205,1,-225,30209
30209,2,-100,29712
29712,6,-100,30216
30216,3,-25,29719
29719,6,-100,29723
29723,7,-225,30226
30226,3,-25,29730
29730,3,-25,29233
29233,5,-25,29235
29235,1,-225,28238
28238,3,-25,27740
27740,3,-25,27242
27242,4,0,27243
27243,2,-100,26244
26244,4,0,25745
25745,5,-25,25745
25745,4,0,25245
25245,4,0,24745
24745,7,-225,24745
24745,7,-225,24745
24745,3,-25,24244
24244,1,-225,23243
23243,2,-100,22742
22742,5,-25,22240
22240,4,0,22238
22238,3,-25,21735
21735,4,0,21233
21233,7,-225,21230
21230,5,-25,21227
21227,3,-25,20724
20724,1,-225,20221
20221,1,-225,19717
19717,4,0,19714
19714,3,-25,19210
19210,4,0,19206
19206,6,-100,19702
19702,2,-100,19198
19198,3,-25,19194
19194,5,-25,19690
19690,2,-100,19186
19186,5,-25,19682
19682,1,-225,19679
19679,6,-100,20175
20175,3,-25,20172
20172,6,-100,21169
21169,2,-100,21167
21167,4,0,21664
21664,7,-225,22162
22162,2,-100,22160
22160,1,-225,22659
22659,1,-225,22657
22657,4,0,23156
23156,1,-225,23155
23155,5,-25,24154
24154,2,-100,24153
24153,4,0,24653
24653,2,-100,24653
24653,6,-100,25654
25654,6,-100,26655
26655,7,-225,27156
27156,6,-100,28159
28159,3,-25,28661
28661,2,-100,28664
28664,6,-100,29167
29167,2,-100,29170
29170,4,0,29673
29673,7,-225,30177
30177,2,-100,30181
30181,7,-225,30685
30685,7,-225,31690
31690,3,-25,31694
31694,1,-225,31199
31199,2,-100,31203
31203,5,-25,31208
31208,5,-25,31212
31212,6,-100,31717
31717,1,-225,31221
31221,1,-225,30725
30725,7,-225,30729
30729,1,-225,30233
30233,1,-225,29736
29736,6,-100,29739
29739,3,-25,29242
29242,7,-225,29245
29245,7,-225,28748
28748,2,-100,28250
28250,7,-225,28252
28252,7,-225,27754
27754,6,-100,27756
27756,1,-225,26757
26757,6,-100,26758
26758,5,-25,26259
26259,7,-225,25760
25760,7,-225,25760
25760,7,-225,25761
25761,3,-25,24761
24761,5,-25,24260
24260,1,-225,23759
23759,2,-100,22758
22758,6,-100,22256
22256,7,-225,22254
22254,4,0,21752
21752,2,-100,20749
20749,7,-225,20746
20746,3,-25,20243
20243,3,-25,19739
19739,6,-100,19735
25343,2,-100,24711
24711,4,0,24710
24710,5,-25,24710
24710,3,-25,24210
24210,3,-25,24209
24209,2,-100,23708
23708,3,-25,23707
23707,3,-25,23706
23706,3,-25,23205
23205,3,-25,23204
23204,4,0,23203
23203,2,-100,22701
22701,4,0,22700
22700,2,-100,22698
22698,5,-25,22697
22697,2,-100,22695
22695,3,-25,22693
22693,5,-25,22692
22692,4,0,23191
23191,5,-25,23189
23189,5,-25,23688
23688,4,0,23688
23688,4,0,24187
24187,2,-100,23686
23686,5,-25,24186
24186,2,-100,24185
24185,3,-25,24185
24185,5,-25,24684
24684,5,-25,24684
24684,4,0,25184
25184,6,-100,25685
25685,5,-25,26186
26186,5,-25,26187
26187,3,-25,26188
26188,5,-25,26689
26689,4,0,26690
26690,5,-25,27192
27192,5,-25,27694
27694,3,-25,27695
27695,3,-25,27197
27197,5,-25,27699
27699,5,-25,27701
27701,3,-25,27703
27703,6,-100,28205
28205,4,0,28208
28208,3,-25,27710
27710,5,-25,28212
28212,6,-100,28214
28214,6,-100,28217
28217,3,-25,28219
28219,4,0,28221
28221,5,-25,28223
28223,5,-25,28225
28225,4,0,27727
27727,4,0,27729
27729,3,-25,27231
27231,6,-100,27232
27232,3,-25,26733
26733,3,-25,26234
26234,4,0,25735
25735,4,0,25735
25735,5,-25,25736
25736,6,-100,25236
25236,3,-25,25236
25236,5,-25,24736
24736,5,-25,24736
24736,2,-100,24235
24235,3,-25,23734
23734,4,0,23233
23233,4,0,22731
22731,5,-25,22730
22730,4,0,22728
22728,3,-25,22226
22226,3,-25,21724
21724,4,0,21722
21722,4,0,21219
21219,3,-25,21216
21216,3,-25,20713
20713,2,-100,20210
20210,2,-100,20207
20207,3,-25,19703
19703,3,-25,19699
19699,2,-100,19696
19696,3,-25,19192
19192,3,-25,19188
19188,2,-100,19184
19184,5,-25,19680
19680,3,-25,19676
19676,5,-25,20173
20173,5,-25,20670
20670,4,0,21167
21167,5,-25,21665
21665,5,-25,22163
22163,4,0,22661
22661,3,-25,22660
22660,5,-25,23659
23659,5,-25,24158
24158,3,-25,24158
24158,2,-100,24657
24657,3,-25,24657
24657,3,-25,25158
25158,5,-25,25658
25658,3,-25,26159
26159,4,0,26660
26660,5,-25,27162
27162,6,-100,28164
28164,4,0,28167
28167,3,-25,28669
28669,6,-100,29172
29172,5,-25,29676
29676,3,-25,30179
30179,6,-100,30683
30683,3,-25,30687
30687,5,-25,31192
31192,5,-25,31196
31196,6,-100,31701
31701,4,0,31706
31706,4,0,31710
31710,3,-25,31715
31715,6,-100,31720
31720,6,-100,31725
31725,3,-25,31729
31729,3,-25,31234
31234,3,-25,30738
30738,5,-25,30241
30241,3,-25,29745
29745,6,-100,29748
29748,5,-25,29752
29752,4,0,29254
29254,3,-25,28257
28257,3,-25,27759
27759,3,-25,27260
27260,6,-100,26762
26762,5,-25,26263
26263,3,-25,25763
25763,6,-100,25263
25263,3,-25,24763
24763,3,-25,23762
23762,5,-25,23761
23761,2,-100,22760
22760,5,-25,22258
22258,3,-25,21755
21755,3,-25,20753
20753,5,-25,20750
20750,5,-25,20246
20246,5,-25,20243
20243,3,-25,19239
19239,3,-25,18735
18735,4,0,18730
18730,4,0,18225
18225,2,-100,17720
17720,4,0,17715
17715,5,-25,17710
17710,4,0,17705
17705,3,-25,17700
17700,4,0,17695
17695,4,0,17689
17689,3,-25,17684
17684,4,0,17679
17679,2,-100,17674
17674,4,0,18170
18170,2,-100,18165
18165,4,0,18660
18660,3,-25,18656
18656,5,-25,19652
19652,5,-25,20149
20149,5,-25,21146
21146,4,0,21644
21644,4,0,22142
22142,5,-25,22640
22640,3,-25,23139
23139,3,-25,23638
23638,3,-25,24138
24138,4,0,25138
25138,5,-25,25639
25639,5,-25,26640
26640,4,0,27141
27141,6,-100,28144
28144,5,-25,28646
28646,5,-25,29650
29650,6,-100,30654
30654,3,-25,30658
30658,6,-100,31662
31662,3,-25,31667
31667,3,-25,32172
32172,4,0,32678
32678,5,-25,32683
32683,5,-25,33189
33189,4,0,33695
33695,5,-25,33701
33701,6,-100,34208
34208,4,0,34214
34214,4,0,33721
33721,4,0,33727
33727,4,0,33733
33733,5,-25,33239
33239,6,-100,33245
33245,5,-25,33250
33250,6,-100,32756
32756,3,-25,32261
32261,6,-100,32266
32266,6,-100,31771
31771,3,-25,30775
30775,6,-100,30779
30779,4,0,29783
29783,4,0,29286
29286,4,0,28288
28288,6,-100,28290
28290,5,-25,27292
27292,6,-100,26793
26793,4,0,26294
26294,4,0,25294
25294,4,0,24794
24794,4,0,23793
23793,3,-25,22792
22792,2,-100,21789
21789,5,-25,21286
21286,3,-25,20283
20283,3,-25,19279
19279,3,-25,18275
18275,2,-100,17269
17269,2,-100,16763
16763,4,0,15757
15757,2,-100,15250
15250,3,-25,14743
14743,5,-25,14235
14235,5,-25,14227
14227,5,-25,14220
14220,2,-100,13712
13712,5,-25,13704
13704,5,-25,13696
13696,4,0,13688
13688,5,-25,14180
14180,4,0,14673
14673,5,-25,15166
15166,3,-25,15159
15159,2,-100,15152
15152,4,0,15646
15646,3,-25,16140
16140,4,0,16634
16634,2,-100,17129
17129,5,-25,18124
18124,4,0,18620
18620,2,-100,19116
19116,5,-25,20113
20113,4,0,21110
21110,2,-100,21608
21608,5,-25,22606
22606,3,-25,23105
23105,3,-25,24104
24104,3,-25,24604
24604,3,-25,25104
25104,3,-25,26105
26105,4,0,26607
26607,3,-25,27608
27608,4,0,28611
28611,4,0,29114
29114,4,0,30118
30118,4,0,30622
30622,4,0,31626
31626,6,-100,32632
32632,5,-25,33638
33638,6,-100,34645
34645,5,-25,35152
35152,3,-25,35659
35659,5,-25,36167
36167,5,-25,36676
36676,6,-100,37184
37184,5,-25,37693
37693,4,0,37702
37702,6,-100,38212
38212,4,0,38221
38221,4,0,37730
37730,5,-25,37739
37739,5,-25,37748
37748,6,-100,37757
37757,6,-100,37266
37266,3,-25,36774
36774,6,-100,36282
36282,6,-100,35789
35789,6,-100,35297
35297,3,-25,34303
34303,6,-100,33810
33810,6,-100,33315
33315,5,-25,32821
32821,5,-25,31826
31826,3,-25,30830
30830,3,-25,29833
29833,6,-100,29336
29336,3,-25,27838
27838,4,0,27339
27339,4,0,26340
26340,4,0,25340
25340,5,-25,24340
24340,5,-25,23839
23839,4,0,22837
22837,2,-100,21335
21335,3,-25,20331
20331,5,-25,19828
19828,5,-25,18823
18823,2,-100,17818
17818,4,0,16812
16812,4,0,15806
15806,5,-25,15299
15299,5,-25,14291
14291,2,-100,13283
13283,5,-25,12775
12775,2,-100,11765
11765,5,-25,11256
11256,2,-100,10746
10746,3,-25,10235
10235,5,-25,9724
9724,5,-25,9714
9714,3,-25,9703
9703,2,-100,9192
9192,2,-100,9180
9180,5,-25,9669
9669,5,-25,10159
10159,3,-25,10148
10148,3,-25,10638
10638,4,0,11129
11129,5,-25,12120
12120,5,-25,13111
13111,4,0,13604
13604,5,-25,14597
14597,3,-25,15590
15590,3,-25,16084
16084,5,-25,17579
17579,5,-25,18574
18574,4,0,19570
19570,3,-25,20067
20067,4,0,21065
21065,5,-25,22063
22063,2,-100,22561
22561,4,0,23560
23560,5,-25,24560
24560,2,-100,25561
25561,5,-25,26562
26562,3,-25,27064
27064,6,-100,28566
28566,3,-25,29070
29070,4,0,30073
30073,3,-25,31078
31078,4,0,32083
32083,3,-25,32588
32588,4,0,33595
33595,6,-100,34602
34602,4,0,35609
35609,6,-100,36618
36618,5,-25,37627
37627,3,-25,38136
38136,3,-25,38646
38646,6,-100,39657
39657,6,-100,40668
40668,5,-25,41179
41179,5,-25,41691
41691,5,-25,41703
41703,5,-25,42215
42215,5,-25,42227
42227,3,-25,41739
41739,3,-25,41250
41250,5,-25,40762
40762,5,-25,40773
40773,4,0,39783
39783,4,0,39293
39293,5,-25,38803
38803,5,-25,37812
37812,6,-100,37320
37320,3,-25,36328
36328,4,0,35336
35336,4,0,34342
34342,3,-25,33348
33348,5,-25,32853
32853,6,-100,31858
31858,4,0,30862
30862,4,0,30366
